"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","AuCheck_ppm_Au-AA23","AuCheck_ppm_Au-AA24","AuCheck_ppm_Au-GRA22","RecvdWt_kg_WEI-21","Wgt_KG_WGHT"
"JES-18-9","217638","0","1.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","12.58",""
"JES-18-9","217639","1.5","3","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","3.81",""
"JES-18-9","217641","3","4.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.65",""
"JES-18-9","217643","4.5","6","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.31",""
"JES-18-9","217644","6","7.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.97",""
"JES-18-9","217645","7.5","9","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","12.63",""
"JES-18-9","217646","9","10.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","7.04",""
"JES-18-9","217647","10.5","12","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.01",""
"JES-18-9","217648","12","13.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.37",""
"JES-18-9","217649","13.5","15","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.42",""
"JES-18-9","217650","15","16.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.06",""
"JES-18-9","217651","16.5","18","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","10.43",""
"JES-18-9","217652","18","19.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","11.84",""
"JES-18-9","217653","19.5","21","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","10.81",""
"JES-18-9","217654","21","22.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","12.87",""
"JES-18-9","217655","22.5","24","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.29",""
"JES-18-9","217656","24","25.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.81",""
"JES-18-9","217657","25.5","27","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","13.02",""
"JES-18-9","217658","27","28.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.26",""
"JES-18-9","217659","28.5","30","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.78",""
"JES-18-9","217661","30","31.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.07",""
"JES-18-9","217663","31.5","33","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.99",""
"JES-18-9","217664","33","34.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","12.22",""
"JES-18-9","217665","34.5","36","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.71",""
"JES-18-9","217666","36","37.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.15",""
"JES-18-9","217667","37.5","39","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.59",""
"JES-18-9","217668","39","40.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","16.49",""
"JES-18-9","217669","40.5","42","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.71",""
"JES-18-9","217670","42","43.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.94",""
"JES-18-9","217671","43.5","45","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","13.76",""
"JES-18-9","217672","45","46.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","14.49",""
"JES-18-9","217673","46.5","48","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.87",""
"JES-18-9","217674","48","49.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.62",""
"JES-18-9","217675","49.5","51","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","16.54",""
"JES-18-9","217676","51","52.5","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","9.74",""
"JES-18-9","217677","52.5","54","1.5","0","","No data","","HE18092345 - Finalized","01/01/0001","No data","0","No data","01/01/0001","","","","15.89",""
"JES-20-28","503502","126.5","128.025","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","4.9","Isaac.Ortega","12/03/2020","","","","4.93",""
"JES-20-28","503503","128.025","129.55","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","4.985","Isaac.Ortega","12/03/2020","","","","5.01",""
"JES-20-28","503504","129.55","131.075","1.52","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","5.585","Isaac.Ortega","12/03/2020","","","","5.61",""
"JES-20-28","503505","131.075","132.6","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","5.66","Isaac.Ortega","12/03/2020","","","","5.69",""
"JES-20-28","503506","132.6","134.125","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.34","Isaac.Ortega","12/03/2020","","","","6.37",""
"JES-20-28","503507","134.125","135.65","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","4.86","Isaac.Ortega","12/03/2020","","","","4.88",""
"JES-20-28","503508","135.65","137.175","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.625","Isaac.Ortega","12/03/2020","","","","6.66",""
"JES-20-28","503509","137.175","138.7","1.52","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","4.97","Isaac.Ortega","12/03/2020","","","","5.00",""
"JES-20-28","503510","138.7","140.225","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.69","Isaac.Ortega","12/03/2020","","","","6.74",""
"JES-20-28","503511","140.225","141.75","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","5.945","Isaac.Ortega","12/03/2020","","","","5.99",""
"JES-20-28","503512","141.75","143.275","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.395","Isaac.Ortega","12/03/2020","","","","6.44",""
"JES-20-28","503513","143.275","144.8","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","7.94","Isaac.Ortega","12/03/2020","","","","8.00",""
"JES-20-28","503514","144.8","146.325","1.52","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.825","Isaac.Ortega","12/03/2020","","","","6.87",""
"JES-20-28","503516","146.325","147.85","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","5.82","Isaac.Ortega","12/03/2020","","","","5.87",""
"JES-20-28","503517","147.85","149.375","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","7.215","Isaac.Ortega","12/03/2020","","","","7.27",""
"JES-20-28","503518","149.375","150.9","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","7.79","Isaac.Ortega","12/03/2020","","","","7.83",""
"JES-20-28","503519","150.9","152.425","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","5.81","Isaac.Ortega","12/03/2020","","","","5.84",""
"JES-20-28","503520","152.425","153.95","1.52","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","2.515","Isaac.Ortega","12/03/2020","","","","2.53",""
"JES-20-28","503522","153.95","155.475","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.215","Isaac.Ortega","12/03/2020","","","","6.25",""
"JES-20-28","503523","155.475","157","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","6.29","Isaac.Ortega","12/03/2020","","","","6.32",""
"JES-20-28","503524","157","158.525","1.53","0","","ALS","PIL-001","CH20300839 - Finalized","19/12/2020","Chips_QuarterSplit","4.975","Isaac.Ortega","12/03/2020","","","","5.01",""
"JES-20-29","503526","3","4.525","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","3.92","Isaac.Ortega","12/04/2020","","","","3.91",""
"JES-20-29","503527","4.525","6.05","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.23","Isaac.Ortega","12/04/2020","","","","4.22",""
"JES-20-29","503528","6.05","7.575","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.67","Isaac.Ortega","12/04/2020","","","","4.66",""
"JES-20-29","503529","7.575","9.1","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.34","Isaac.Ortega","12/04/2020","","","","4.33",""
"JES-20-29","503530","9.1","10.625","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","3.84","Isaac.Ortega","12/04/2020","","","","3.83",""
"JES-20-29","503531","10.625","12.15","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.33","Isaac.Ortega","12/04/2020","","","","5.32",""
"JES-20-29","503532","12.15","13.675","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.86","Isaac.Ortega","12/04/2020","","","","4.85",""
"JES-20-29","503533","13.675","15.2","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.75","Isaac.Ortega","12/04/2020","","","","4.74",""
"JES-20-29","503534","15.2","16.725","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.62","Isaac.Ortega","12/04/2020","","","","4.61",""
"JES-20-29","503535","16.725","18.25","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.48","Isaac.Ortega","12/04/2020","","","","5.46",""
"JES-20-29","503536","18.25","19.775","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.1","Isaac.Ortega","12/04/2020","","","","5.10",""
"JES-20-29","503537","19.775","21.3","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.9","Isaac.Ortega","12/04/2020","","","","4.90",""
"JES-20-29","503538","21.3","22.825","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.34","Isaac.Ortega","12/04/2020","","","","4.32",""
"JES-20-29","503539","22.825","24.35","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.9","Isaac.Ortega","12/04/2020","","","","4.89",""
"JES-20-29","503540","24.35","25.875","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.36","Isaac.Ortega","12/04/2020","","","","4.35",""
"JES-20-29","503541","25.875","27.4","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.62","Isaac.Ortega","12/04/2020","","","","5.61",""
"JES-20-29","503542","27.4","28.925","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.97","Isaac.Ortega","12/04/2020","","","","4.96",""
"JES-20-29","503543","28.925","30.45","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.2","Isaac.Ortega","12/04/2020","","","","5.26",""
"JES-20-29","503544","30.45","31.975","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.18","Isaac.Ortega","12/04/2020","","","","5.18",""
"JES-20-29","503545","31.975","33.5","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.51","Isaac.Ortega","12/04/2020","","","","6.51",""
"JES-20-29","503546","33.5","35.025","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.73","Isaac.Ortega","12/04/2020","","","","5.72",""
"JES-20-29","503547","35.025","36.55","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.6","Isaac.Ortega","12/04/2020","","","","5.68",""
"JES-20-29","503548","36.55","38.075","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.2","Isaac.Ortega","12/04/2020","","","","5.27",""
"JES-20-29","503549","38.075","39.6","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.3","Isaac.Ortega","12/04/2020","","","","5.35",""
"JES-20-29","503550","39.6","41.125","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.1","Isaac.Ortega","12/04/2020","","","","5.10",""
"JES-20-29","503551","41.125","42.65","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.79","Isaac.Ortega","12/04/2020","","","","5.79",""
"JES-20-29","503553","42.65","44.175","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.64","Isaac.Ortega","12/04/2020","","","","5.63",""
"JES-20-29","503554","44.175","45.7","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.74","Isaac.Ortega","12/04/2020","","","","5.74",""
"JES-20-29","503555","45.7","47.225","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.37","Isaac.Ortega","12/04/2020","","","","6.36",""
"JES-20-29","503556","47.225","48.75","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.54","Isaac.Ortega","12/04/2020","","","","6.53",""
"JES-20-29","503557","48.75","50.275","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.86","Isaac.Ortega","12/04/2020","","","","4.86",""
"JES-20-29","503558","50.275","51.8","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.96","Isaac.Ortega","12/04/2020","","","","5.95",""
"JES-20-29","503559","51.8","53.325","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.39","Isaac.Ortega","12/04/2020","","","","6.39",""
"JES-20-29","503560","53.325","54.85","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.48","Isaac.Ortega","12/04/2020","","","","5.48",""
"JES-20-29","503561","54.85","56.375","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.2","Isaac.Ortega","12/04/2020","","","","6.19",""
"JES-20-29","503562","56.375","57.9","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.47","Isaac.Ortega","12/04/2020","","","","5.47",""
"JES-20-29","503563","57.9","59.425","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.85","Isaac.Ortega","12/04/2020","","","","4.84",""
"JES-20-29","503564","59.425","60.95","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.19","Isaac.Ortega","12/04/2020","","","","6.19",""
"JES-20-29","503565","60.95","62.475","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5","Isaac.Ortega","12/04/2020","","","","5.06",""
"JES-20-29","503566","62.475","64","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.69","Isaac.Ortega","12/04/2020","","","","5.68",""
"JES-20-29","503567","64","65.525","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.34","Isaac.Ortega","12/04/2020","","","","6.34",""
"JES-20-29","503568","65.525","67.05","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.55","Isaac.Ortega","12/04/2020","","","","4.54",""
"JES-20-29","503569","67.05","68.575","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.82","Isaac.Ortega","12/04/2020","","","","5.80",""
"JES-20-29","503570","68.575","70.1","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","2.39","Isaac.Ortega","12/04/2020","","","","2.38",""
"JES-20-29","503572","70.1","71.625","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.28","Isaac.Ortega","12/04/2020","","","","4.28",""
"JES-20-29","503573","71.625","73.15","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.1","Isaac.Ortega","12/04/2020","","","","5.09",""
"JES-20-29","503574","73.15","74.675","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.08","Isaac.Ortega","12/04/2020","","","","6.07",""
"JES-20-29","503575","74.675","76.2","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.97","Isaac.Ortega","12/04/2020","","","","4.96",""
"JES-20-29","503576","76.2","77.725","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.75","Isaac.Ortega","12/04/2020","","","","4.74",""
"JES-20-29","503577","77.725","79.25","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.21","Isaac.Ortega","12/04/2020","","","","6.21",""
"JES-20-29","503578","79.25","80.775","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.64","Isaac.Ortega","12/04/2020","","","","5.64",""
"JES-20-29","503580","80.775","82.3","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.4","Isaac.Ortega","12/04/2020","","","","5.39",""
"JES-20-29","503581","82.3","83.825","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.52","Isaac.Ortega","12/04/2020","","","","5.51",""
"JES-20-29","503582","83.825","85.35","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.31","Isaac.Ortega","12/04/2020","","","","5.31",""
"JES-20-29","503583","85.35","86.875","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.13","Isaac.Ortega","12/04/2020","","","","5.13",""
"JES-20-29","503584","86.875","88.4","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.32","Isaac.Ortega","12/04/2020","","","","5.63",""
"JES-20-29","503585","88.4","89.925","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.96","Isaac.Ortega","12/04/2020","","","","5.00",""
"JES-20-29","503586","89.925","91.45","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.29","Isaac.Ortega","12/04/2020","","","","5.28",""
"JES-20-29","503587","91.45","92.975","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.52","Isaac.Ortega","12/04/2020","","","","5.52",""
"JES-20-29","503588","92.975","94.5","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.71","Isaac.Ortega","12/04/2020","","","","5.71",""
"JES-20-29","503589","94.5","96.025","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.31","Isaac.Ortega","12/04/2020","","","","5.30",""
"JES-20-29","503590","96.025","97.55","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.38","Isaac.Ortega","12/04/2020","","","","5.38",""
"JES-20-29","503591","97.55","99.075","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6","Isaac.Ortega","12/04/2020","","","","6.00",""
"JES-20-29","503592","99.075","100.6","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.29","Isaac.Ortega","12/04/2020","","","","5.29",""
"JES-20-29","503593","100.6","102.125","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.43","Isaac.Ortega","12/04/2020","","","","5.43",""
"JES-20-29","503594","102.125","103.65","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.36","Isaac.Ortega","12/04/2020","","","","5.36",""
"JES-20-29","503595","103.65","105.175","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.21","Isaac.Ortega","12/04/2020","","","","5.21",""
"JES-20-29","503596","105.175","106.7","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.02","Isaac.Ortega","12/04/2020","","","","5.03",""
"JES-20-29","503597","106.7","108.225","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.585","Isaac.Ortega","12/04/2020","","","","6.59",""
"JES-20-29","503598","108.225","109.75","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.975","Isaac.Ortega","12/04/2020","","","","4.98",""
"JES-20-29","503600","109.75","111.275","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.995","Isaac.Ortega","12/05/2020","","","","4.99",""
"JES-20-29","503601","111.275","112.8","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.527","Isaac.Ortega","12/05/2020","","","","6.58",""
"JES-20-29","503602","112.8","114.325","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.21","Isaac.Ortega","12/05/2020","","","","5.22",""
"JES-20-29","503603","114.325","115.85","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.185","Isaac.Ortega","12/05/2020","","","","5.19",""
"JES-20-29","503604","115.85","117.375","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.615","Isaac.Ortega","12/05/2020","","","","5.63",""
"JES-20-29","503605","117.375","118.9","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","6.165","Isaac.Ortega","12/05/2020","","","","6.19",""
"JES-20-29","503606","118.9","120.425","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.16","Isaac.Ortega","12/05/2020","","","","4.16",""
"JES-20-29","503607","120.425","121.95","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.645","Isaac.Ortega","12/05/2020","","","","4.66",""
"JES-20-29","503608","121.95","123.475","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.53","Isaac.Ortega","12/05/2020","","","","4.54",""
"JES-20-29","503609","123.475","125","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.065","Isaac.Ortega","12/05/2020","","","","5.08",""
"JES-20-29","503610","125","126.525","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.085","Isaac.Ortega","12/05/2020","","","","5.09",""
"JES-20-29","503611","126.525","128.05","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.82","Isaac.Ortega","12/05/2020","","","","4.84",""
"JES-20-29","503613","128.05","129.575","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.615","Isaac.Ortega","12/05/2020","","","","4.63",""
"JES-20-29","503614","129.575","131.1","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.225","Isaac.Ortega","12/05/2020","","","","5.27",""
"JES-20-29","503615","131.1","132.625","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.37","Isaac.Ortega","12/05/2020","","","","4.37",""
"JES-20-29","503616","132.625","134.15","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.545","Isaac.Ortega","12/05/2020","","","","5.56",""
"JES-20-29","503617","134.15","135.675","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.96","Isaac.Ortega","12/05/2020","","","","4.97",""
"JES-20-29","503618","135.675","137.2","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.14","Isaac.Ortega","12/05/2020","","","","5.15",""
"JES-20-29","503619","137.2","138.725","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","3.435","Isaac.Ortega","12/05/2020","","","","3.45",""
"JES-20-29","503620","138.725","140.25","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.08","Isaac.Ortega","12/05/2020","","","","5.09",""
"JES-20-29","503621","140.25","141.775","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.475","Isaac.Ortega","12/05/2020","","","","4.59",""
"JES-20-29","503624","141.775","143.3","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.17","Isaac.Ortega","12/05/2020","","","","5.17",""
"JES-20-29","503625","143.3","144.825","1.52","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","5.875","Isaac.Ortega","12/05/2020","","","","5.88",""
"JES-20-29","503626","144.825","146.35","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","2.29","Isaac.Ortega","12/05/2020","","","","2.28",""
"JES-20-29","503628","146.35","147.875","1.53","0","","ALS","PIL-002","CH20300838 - Finalized","19/12/2020","Chips_QuarterSplit","4.17","Isaac.Ortega","12/05/2020","","","","4.17",""
