"Collar","Sample ID","Geol_From","Geol_To","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Sample_Mass","Samp_Date","AuCheck_ppm_Au-AA23","AuCheck_ppm_Au-AA24","AuCheck_ppm_Au-GRA22","RecvdWt_kg_WEI-21","Wgt_KG_WGHT"
"J-1","J1-JES-1","3.85","5.35","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.94",""
"J-1","J1-JES-10","17.5","19","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.94",""
"J-1","J1-JES-11","19","20.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.07",""
"J-1","J1-JES-12","20.5","22","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.17",""
"J-1","J1-JES-13","22","23.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.87",""
"J-1","J1-JES-14","23.5","25","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.74",""
"J-1","J1-JES-15","25","26.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.45",""
"J-1","J1-JES-16","26.5","28","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.36",""
"J-1","J1-JES-17","28","29.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.44",""
"J-1","J1-JES-18","29.5","31","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.57",""
"J-1","J1-JES-19","31","32.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.38",""
"J-1","J1-JES-2","5.35","6.85","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.04",""
"J-1","J1-JES-20","32.5","34","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.27",""
"J-1","J1-JES-21","34","35.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.93",""
"J-1","J1-JES-22","35.5","37","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.31",""
"J-1","J1-JES-23","37","38.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.66",""
"J-1","J1-JES-24","38.5","40.6","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","8.16",""
"J-1","J1-JES-25","40.6","42.73","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","11.06",""
"J-1","J1-JES-26","42.73","44.23","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.67",""
"J-1","J1-JES-27","44.23","45.73","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.54",""
"J-1","J1-JES-28","45.73","47.23","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.93",""
"J-1","J1-JES-29","47.23","48.73","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.15",""
"J-1","J1-JES-3","6.85","8.35","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.88",""
"J-1","J1-JES-30","48.73","50.23","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.90",""
"J-1","J1-JES-31","50.23","52.23","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.98",""
"J-1","J1-JES-32","52.23","54","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.54",""
"J-1","J1-JES-33","54","56.25","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","9.83",""
"J-1","J1-JES-34","56.25","57.05","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.94",""
"J-1","J1-JES-35","57.05","59.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","8.00",""
"J-1","J1-JES-36","59.5","61.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.82",""
"J-1","J1-JES-37","61.5","63.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","7.69",""
"J-1","J1-JES-38","63.5","64.75","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.42",""
"J-1","J1-JES-39","64.75","66.2","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.42",""
"J-1","J1-JES-4","8.35","9.85","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.23",""
"J-1","J1-JES-41","66.2","67.6","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.29",""
"J-1","J1-JES-42","67.6","69.6","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","7.72",""
"J-1","J1-JES-43","69.6","72","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","7.61",""
"J-1","J1-JES-44","72","73.3","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.10",""
"J-1","J1-JES-45","73.3","75.3","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","7.84",""
"J-1","J1-JES-46","75.3","77.3","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","7.72",""
"J-1","J1-JES-47","77.3","80","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","10.01",""
"J-1","J1-JES-48","80","83","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","11.05",""
"J-1","J1-JES-49","83","86","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","11.21",""
"J-1","J1-JES-5","9.85","11.35","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.27",""
"J-1","J1-JES-50","86","87.65","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.50",""
"J-1","J1-JES-51","87.65","89.15","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.14",""
"J-1","J1-JES-52","89.15","92","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","10.69",""
"J-1","J1-JES-53","92","95","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","11.25",""
"J-1","J1-JES-54","95","100","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","18.79",""
"J-1","J1-JES-56","100","105","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","8.96",""
"J-1","J1-JES-58","105","110","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","19.34",""
"J-1","J1-JES-59","110","115","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","14.48",""
"J-1","J1-JES-6","11.35","12.85","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.81",""
"J-1","J1-JES-60","115","120","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","17.13",""
"J-1","J1-JES-61","120","125","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","19.10",""
"J-1","J1-JES-62","125","130","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","17.65",""
"J-1","J1-JES-63","130","135","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","19.64",""
"J-1","J1-JES-64","135","140","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","18.74",""
"J-1","J1-JES-65","140","145","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","19.65",""
"J-1","J1-JES-66","145","149","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","18.12",""
"J-1","J1-JES-67","149","152.1","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","9.41",""
"J-1","J1-JES-7","12.85","14.35","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.71",""
"J-1","J1-JES-8","14.35","15.85","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.09",""
"J-1","J1-JES-9","15.85","17.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","2.87",""
"J-2","J2-JES-1","3.85","5.6","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.31",""
"J-2","J2-JES-10","14.75","16.25","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.68",""
"J-2","J2-JES-100","197","200.65","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","13.71",""
"J-2","J2-JES-11","16.25","17.75","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.79",""
"J-2","J2-JES-12","17.75","19.05","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.74",""
"J-2","J2-JES-13","19.05","20.55","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.43",""
"J-2","J2-JES-14","20.55","22.5","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.12",""
"J-2","J2-JES-15","22.5","23.9","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.99",""
"J-2","J2-JES-16","23.9","24.95","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.60",""
"J-2","J2-JES-17","24.95","25.75","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.23",""
"J-2","J2-JES-18","25.75","26.95","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.90",""
"J-2","J2-JES-19","26.95","28.65","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.78",""
"J-2","J2-JES-2","5.6","7.15","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.99",""
"J-2","J2-JES-20","28.65","29.65","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.54",""
"J-2","J2-JES-21","29.65","31.15","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.07",""
"J-2","J2-JES-22","31.15","31.95","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","2.84",""
"J-2","J2-JES-23","31.95","33.05","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.50",""
"J-2","J2-JES-24","33.05","34.65","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.81",""
"J-2","J2-JES-25","34.65","36.05","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.50",""
"J-2","J2-JES-26","36.05","37.7","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","5.88",""
"J-2","J2-JES-27","37.7","38.75","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","4.25",""
"J-2","J2-JES-28","38.75","39.1","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","1.17",""
"J-2","J2-JES-29","39.1","39.7","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","1.55",""
"J-2","J2-JES-3","7.15","8.65","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.77",""
"J-2","J2-JES-30","39.7","41.6","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","6.89",""
"J-2","J2-JES-31","41.6","42.85","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.61",""
"J-2","J2-JES-32","42.85","43.45","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","1.42",""
"J-2","J2-JES-33","43.45","44.9","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.36",""
"J-2","J2-JES-34","44.9","45.9","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","2.31",""
"J-2","J2-JES-35","45.9","47.25","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.71",""
"J-2","J2-JES-36","47.25","47.9","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","2.32",""
"J-2","J2-JES-37","47.9","49.05","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","3.68",""
"J-2","J2-JES-38","49.05","50.55","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.24",""
"J-2","J2-JES-39","50.55","51.6","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","3.73",""
"J-2","J2-JES-4","8.65","9.4","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","2.43",""
"J-2","J2-JES-40","51.6","53.05","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.44",""
"J-2","J2-JES-41","53.05","54.35","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.12",""
"J-2","J2-JES-42","54.35","55.8","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.41",""
"J-2","J2-JES-43","55.8","57.4","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.15",""
"J-2","J2-JES-44","57.4","58.7","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.81",""
"J-2","J2-JES-45","58.7","60.25","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.02",""
"J-2","J2-JES-46","60.25","61.65","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.72",""
"J-2","J2-JES-47","61.65","63.2","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.45",""
"J-2","J2-JES-48","63.2","64.85","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.53",""
"J-2","J2-JES-49","64.85","66.55","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.67",""
"J-2","J2-JES-5","9.4","10.2","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","2.34",""
"J-2","J2-JES-50","66.55","68.05","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.05",""
"J-2","J2-JES-51","68.05","69.6","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.55",""
"J-2","J2-JES-52","69.6","71.3","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.24",""
"J-2","J2-JES-53","71.3","72.65","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.42",""
"J-2","J2-JES-54","72.65","74.55","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","7.65",""
"J-2","J2-JES-55","74.55","75.7","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.43",""
"J-2","J2-JES-56","75.7","77.85","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","8.41",""
"J-2","J2-JES-57","77.85","80.7","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","9.51",""
"J-2","J2-JES-58","80.7","83","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","8.41",""
"J-2","J2-JES-59","83","86","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","5.46",""
"J-2","J2-JES-6","10.2","10.9","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","1.25",""
"J-2","J2-JES-60","86","89","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.76",""
"J-2","J2-JES-61","89","92","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.63",""
"J-2","J2-JES-62","92","95","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.28",""
"J-2","J2-JES-63","95","98","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.36",""
"J-2","J2-JES-64","98","101","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.27",""
"J-2","J2-JES-65","101","104","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.17",""
"J-2","J2-JES-66","104","107","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.84",""
"J-2","J2-JES-67","107","110","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.34",""
"J-2","J2-JES-68","110","113","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.03",""
"J-2","J2-JES-69","113","116","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.37",""
"J-2","J2-JES-7","10.9","11.7","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","2.07",""
"J-2","J2-JES-70","116","119","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.59",""
"J-2","J2-JES-71","119","122","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.85",""
"J-2","J2-JES-72","122","125","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.27",""
"J-2","J2-JES-73","125","128","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.27",""
"J-2","J2-JES-74","128","131","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.87",""
"J-2","J2-JES-75","131","134.15","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.23",""
"J-2","J2-JES-76","134.15","134.7","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.73",""
"J-2","J2-JES-77","134.7","136.24","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","3.28",""
"J-2","J2-JES-78","136.24","139","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","4.87",""
"J-2","J2-JES-79","139","142","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.35",""
"J-2","J2-JES-8","11.7","13.15","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","3.67",""
"J-2","J2-JES-82","142","145","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.02",""
"J-2","J2-JES-83","145","148","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.74",""
"J-2","J2-JES-84","148","151","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.80",""
"J-2","J2-JES-85","151","154","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","13.15",""
"J-2","J2-JES-86","154","157","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.80",""
"J-2","J2-JES-87","157","160","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","13.85",""
"J-2","J2-JES-88","160","163","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","9.22",""
"J-2","J2-JES-89","163","166","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.34",""
"J-2","J2-JES-9","13.15","14.75","ALS","","HE10110347 - Finalized","01/01/0001","0","01/01/0001","","","","1.56",""
"J-2","J2-JES-90","166","169","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","6.89",""
"J-2","J2-JES-91","169","172","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","13.58",""
"J-2","J2-JES-92","172","175","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","14.05",""
"J-2","J2-JES-93","175","178","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","13.33",""
"J-2","J2-JES-94","178","181","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","11.22",""
"J-2","J2-JES-95","181","184","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.42",""
"J-2","J2-JES-96","184","187","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","8.22",""
"J-2","J2-JES-97","187","191","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","8.09",""
"J-2","J2-JES-98","191","194","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","12.88",""
"J-2","J2-JES-99","194","197","ALS","","HE10112944 - Finalized","01/01/0001","0","01/01/0001","","","","10.83",""
"J-3","J3-JES-1","3","6.05","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","2.42",""
"J-3","J3-JES-10","18.05","19.8","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.24",""
"J-3","J3-JES-11","19.8","20.9","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.62",""
"J-3","J3-JES-12","20.9","21.45","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","3.22",""
"J-3","J3-JES-13","21.45","22.85","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","7.00",""
"J-3","J3-JES-14","22.85","23.6","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.12",""
"J-3","J3-JES-15","23.6","24.95","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.40",""
"J-3","J3-JES-16","24.95","25.9","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.66",""
"J-3","J3-JES-17","25.9","27.2","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.00",""
"J-3","J3-JES-18","27.2","29.25","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","8.16",""
"J-3","J3-JES-19","29.25","32","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","11.28",""
"J-3","J3-JES-2","6.05","7","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","1.26",""
"J-3","J3-JES-20","32","33.5","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.58",""
"J-3","J3-JES-21","33.5","36.55","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","13.12",""
"J-3","J3-JES-22","36.55","38.4","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","8.24",""
"J-3","J3-JES-23","38.4","41.15","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","11.08",""
"J-3","J3-JES-24","41.15","42.65","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.96",""
"J-3","J3-JES-25","42.65","44","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.16",""
"J-3","J3-JES-26","44","45.7","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.34",""
"J-3","J3-JES-27","45.7","47.25","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.28",""
"J-3","J3-JES-28","47.25","49.4","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","9.06",""
"J-3","J3-JES-29","49.4","51.8","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","10.14",""
"J-3","J3-JES-3","7","9.1","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","3.94",""
"J-3","J3-JES-30","51.8","53.35","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.10",""
"J-3","J3-JES-31","53.35","54.85","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.54",""
"J-3","J3-JES-32","54.85","56.45","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.58",""
"J-3","J3-JES-33","56.45","57.95","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.74",""
"J-3","J3-JES-34","57.95","59.5","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.40",""
"J-3","J3-JES-35","59.5","61.05","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.04",""
"J-3","J3-JES-36","61.05","62.55","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.58",""
"J-3","J3-JES-37","62.55","64.05","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.66",""
"J-3","J3-JES-38","64.05","65.6","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","7.54",""
"J-3","J3-JES-39","65.6","67.15","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.52",""
"J-3","J3-JES-4","9.1","10.6","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","3.34",""
"J-3","J3-JES-40","67.15","68.65","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.38",""
"J-3","J3-JES-41","68.65","70.2","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.10",""
"J-3","J3-JES-42","70.2","71.7","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.18",""
"J-3","J3-JES-43","71.7","73.75","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","8.02",""
"J-3","J3-JES-44","73.75","75.95","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","8.62",""
"J-3","J3-JES-45","75.95","77.8","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","8.60",""
"J-3","J3-JES-46","77.8","79.35","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.96",""
"J-3","J3-JES-47","79.35","80.85","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.08",""
"J-3","J3-JES-48","80.85","82.4","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.06",""
"J-3","J3-JES-49","82.4","83.9","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.62",""
"J-3","J3-JES-5","10.6","12.5","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.30",""
"J-3","J3-JES-50","83.9","85.45","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.40",""
"J-3","J3-JES-51","85.45","88.5","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","6.36",""
"J-3","J3-JES-53","88.5","91.55","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","11.80",""
"J-3","J3-JES-54","91.55","94.6","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","12.52",""
"J-3","J3-JES-55","94.6","97.65","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","1.82",""
"J-3","J3-JES-56","97.65","98.75","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","11.34",""
"J-3","J3-JES-57","98.75","100.35","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","9.30",""
"J-3","J3-JES-6","12.5","13.7","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.28",""
"J-3","J3-JES-7","13.7","15.2","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","5.72",""
"J-3","J3-JES-8","15.2","16.5","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","4.02",""
"J-3","J3-JES-9","16.5","18.05","ALS","","HE10117220 - Finalized","01/01/0001","0","01/01/0001","","","","7.64",""
"J-4","J4-JES-1","9.2","10.75","ALS","","HE10110646 - Finalized","01/01/0001","0","01/01/0001","","","","2.67",""
"J-4","J4-JES-10","24.25","26.5","ALS","","HE10110646 - Finalized","01/01/0001","0","01/01/0001","","","","4.96",""
"J-4","J4-JES-11","26.5","27.5","ALS","","HE10110646 - Finalized","01/01/0001","0","01/01/0001","","","","2.05",""
"J-4","J4-JES-12","27.5","29.05","ALS","","HE10110646 - Finalized","01/01/0001","0","01/01/0001","","","","4.34",""
"J-4","J4-JES-13","29.05","30.3","ALS","","HE10110646 - Finalized","01/01/0001","0","01/01/0001","","","","3.63",""
