"Collar","Sample ID","Geol_From","Geol_To","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Sample_Mass","Samp_Date","AuCheck_ppm_Au-AA23","AuCheck_ppm_Au-AA24","AuCheck_ppm_Au-GRA22","RecvdWt_kg_WEI-21","Wgt_KG_WGHT"
"JES-22-64","331212","8.1","9.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.95","04/03/2022","","","","3.95",""
"JES-22-64","331213","9.6","11.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.11","04/03/2022","","","","3.11",""
"JES-22-64","331214","11.1","15.4","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.195","04/03/2022","","","","5.19",""
"JES-22-64","331215","15.4","24.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.58","04/03/2022","","","","4.57",""
"JES-22-64","331216","24.6","26.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","1.955","04/03/2022","","","","1.96",""
"JES-22-64","331217","26.1","29.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.635","04/03/2022","","","","2.64",""
"JES-22-64","331218","29.1","32.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.165","04/03/2022","","","","3.17",""
"JES-22-64","331219","32.1","33.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.49","04/03/2022","","","","5.49",""
"JES-22-64","331220","33.6","35.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.315","04/03/2022","","","","4.3",""
"JES-22-64","331222","35.1","36.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.46","04/03/2022","","","","5.47",""
"JES-22-64","331223","36.6","38.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.335","04/03/2022","","","","5.34",""
"JES-22-64","331224","38.1","39.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.985","04/03/2022","","","","2.97",""
"JES-22-64","331225","39.1","41.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.2","04/03/2022","","","","5.19",""
"JES-22-64","331226","41.1","43.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.285","04/03/2022","","","","6.28",""
"JES-22-64","331227","43.1","45.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.805","04/03/2022","","","","5.8",""
"JES-22-64","331228","45.1","47.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.105","05/03/2022","","","","6.1",""
"JES-22-64","331229","47.1","49.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.36","05/03/2022","","","","6.36",""
"JES-22-64","331230","49.1","51.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.29","05/03/2022","","","","5.28",""
"JES-22-64","331231","51.1","53.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.64","05/03/2022","","","","5.64",""
"JES-22-64","331232","53.1","53.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.13","05/03/2022","","","","2.13",""
"JES-22-64","331234","53.7","55.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.425","05/03/2022","","","","4.42",""
"JES-22-64","331235","55.7","57.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.515","05/03/2022","","","","5.5",""
"JES-22-64","331236","57.7","59.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.725","05/03/2022","","","","5.72",""
"JES-22-64","331237","59.7","60.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.43","05/03/2022","","","","2.42",""
"JES-22-64","331238","60.3","60.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.24","05/03/2022","","","","2.24",""
"JES-22-64","331239","60.9","62.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.145","05/03/2022","","","","5.14",""
"JES-22-64","331240","62.9","64.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.21","05/03/2022","","","","6.17",""
"JES-22-64","331241","64.9","66.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.72","05/03/2022","","","","4.71",""
"JES-22-64","331242","66.9","68","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","1.99","05/03/2022","","","","1.98",""
"JES-22-64","331243","68","69.5","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.71","05/03/2022","","","","2.7",""
"JES-22-64","331244","69.5","71","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.16","05/03/2022","","","","2.15",""
"JES-22-64","331246","71","73","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.51","05/03/2022","","","","4.49",""
"JES-22-64","331247","73","75","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.435","05/03/2022","","","","6.41",""
"JES-22-64","331248","75","76.2","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.37","05/03/2022","","","","5.34",""
"JES-22-64","331249","76.2","77.45","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.82","05/03/2022","","","","3.82",""
"JES-22-64","331250","77.45","78.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.07","05/03/2022","","","","5.07",""
"JES-22-64","331251","78.7","79.95","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.27","05/03/2022","","","","2.27",""
"JES-22-64","331252","79.95","80.5","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.245","05/03/2022","","","","2.24",""
"JES-22-64","331253","80.5","82","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.035","05/03/2022","","","","4.02",""
"JES-22-64","331254","82","83.5","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.495","05/03/2022","","","","5.5",""
"JES-22-64","331255","83.5","84.05","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","1.805","05/03/2022","","","","1.8",""
"JES-22-64","331256","84.05","85.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.12","05/03/2022","","","","4.13",""
"JES-22-64","331258","85.7","87.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.375","05/03/2022","","","","8.449999999999999",""
"JES-22-64","331259","87.7","89.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.495","05/03/2022","","","","7.53",""
"JES-22-64","331260","89.7","91.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.595","05/03/2022","","","","7.66",""
"JES-22-64","331261","91.7","93.2","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.84","05/03/2022","","","","6.87",""
"JES-22-64","331262","93.2","94","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.305","05/03/2022","","","","3.3",""
"JES-22-64","331263","94","96","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.96","05/03/2022","","","","7.99",""
"JES-22-64","331264","96","98","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.175","05/03/2022","","","","8.26",""
"JES-22-64","331265","98","100","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.64","05/03/2022","","","","6.66",""
"JES-22-64","331266","100","102","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.96","06/03/2022","","","","8.960000000000001",""
"JES-22-64","331267","102","104","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.055","06/03/2022","","","","7.04",""
"JES-22-64","331268","104","106","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.18","06/03/2022","","","","8.19",""
"JES-22-64","331270","106","108","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.47","06/03/2022","","","","8.49",""
"JES-22-64","331271","108","110","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.685","06/03/2022","","","","7.68",""
"JES-22-64","331272","110","112","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","9.18","06/03/2022","","","","9.26",""
"JES-22-64","331273","112","114","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.595","06/03/2022","","","","8.6",""
"JES-22-64","331274","114","116","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.45","06/03/2022","","","","6.43",""
"JES-22-64","331275","116","117.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.51","06/03/2022","","","","7.54",""
"JES-22-64","331276","117.7","119.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.355","06/03/2022","","","","7.37",""
"JES-22-64","331277","119.3","120.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.75","06/03/2022","","","","5.75",""
"JES-22-64","331278","120.9","122.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.835","06/03/2022","","","","2.83",""
"JES-22-64","331279","122.1","124.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.78","06/03/2022","","","","8.789999999999999",""
"JES-22-64","331280","124.1","126.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.19","06/03/2022","","","","5.17",""
"JES-22-64","331282","126.1","128.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.9","06/03/2022","","","","4.9",""
"JES-22-64","331283","128.1","130.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.295","06/03/2022","","","","7.33",""
"JES-22-64","331284","130.1","132.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","10.165","06/03/2022","","","","10.18",""
"JES-22-64","331285","132.1","134.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.79","06/03/2022","","","","7.78",""
"JES-22-64","331286","134.1","135.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.375","06/03/2022","","","","3.36",""
"JES-22-64","331287","135.3","136.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.495","06/03/2022","","","","3.5",""
"JES-22-64","331288","136.1","136.95","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.465","06/03/2022","","","","2.46",""
"JES-22-64","331289","136.95","138","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","4.585","06/03/2022","","","","4.59",""
"JES-22-64","331290","138","139.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.12","06/03/2022","","","","3.12",""
"JES-22-64","331291","139.3","140.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.935","06/03/2022","","","","5.94",""
"JES-22-64","331292","140.6","142","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.68","06/03/2022","","","","3.69",""
"JES-22-64","331295","142","144","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.8","06/03/2022","","","","7.83",""
"JES-22-64","331296","144","146","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.965","06/03/2022","","","","9.01",""
"JES-22-64","331297","146","148","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.485","06/03/2022","","","","7.51",""
"JES-22-64","331298","148","150","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.975","06/03/2022","","","","9.02",""
"JES-22-64","331299","150","152","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.075","06/03/2022","","","","8.1",""
"JES-22-64","331300","152","154","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.48","06/03/2022","","","","7.53",""
"JES-22-64","331301","154","156","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.95","06/03/2022","","","","8.98",""
"JES-22-64","331302","156","158","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.635","06/03/2022","","","","6.65",""
"JES-22-64","331303","158","160","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.39","06/03/2022","","","","7.4",""
"JES-22-64","331304","160","162","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.215","06/03/2022","","","","8.24",""
"JES-22-64","331305","162","164","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.41","06/03/2022","","","","8.449999999999999",""
"JES-22-64","331307","164","165.8","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.925","06/03/2022","","","","8.949999999999999",""
"JES-22-64","331308","165.8","167.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.895","06/03/2022","","","","5.92",""
"JES-22-64","331309","167.6","169.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.52","06/03/2022","","","","8.56",""
"JES-22-64","331310","169.6","171.2","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6","06/03/2022","","","","6.81",""
"JES-22-64","331311","171.2","173.2","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7","06/03/2022","","","","7.01",""
"JES-22-64","331312","173.2","175.2","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.795","06/03/2022","","","","6.79",""
"JES-22-64","331313","175.2","176.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.255","06/03/2022","","","","5.27",""
"JES-22-64","331314","176.3","177.9","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.255","06/03/2022","","","","5.26",""
"JES-22-64","331315","177.9","179.45","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.94","06/03/2022","","","","5.94",""
"JES-22-64","331316","179.45","180.6","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.025","06/03/2022","","","","5.01",""
"JES-22-64","331317","180.6","182.4","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.1","06/03/2022","","","","7.14",""
"JES-22-64","331319","182.4","183.7","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.165","06/03/2022","","","","5.16",""
"JES-22-64","331320","183.7","184.5","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.835","06/03/2022","","","","2.84",""
"JES-22-64","331321","184.5","185.3","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.755","06/03/2022","","","","2.76",""
"JES-22-64","331322","185.3","185.8","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","2.105","06/03/2022","","","","2.11",""
"JES-22-64","331323","185.8","187","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","5.005","06/03/2022","","","","5",""
"JES-22-64","331324","187","189","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.65","06/03/2022","","","","8.65",""
"JES-22-64","331325","189","191","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","6.325","06/03/2022","","","","6.32",""
"JES-22-64","331326","191","192","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","3.775","06/03/2022","","","","3.76",""
"JES-22-64","331327","192","194","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.915","06/03/2022","","","","7.91",""
"JES-22-64","331328","194","196","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","8.57","06/03/2022","","","","8.539999999999999",""
"JES-22-64","331329","196","198","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","7.585","06/03/2022","","","","7.62",""
"JES-22-64","331330","198","200.1","ALS","PIL-037","HE22061443 - Finalized","11/03/2022","9.045","06/03/2022","","","","9.029999999999999",""
"JES-22-65","331402","0","14.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.65","04/03/2022","","","","5.66",""
"JES-22-65","331403","14.2","18","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.175","04/03/2022","","","","6.17",""
"JES-22-65","331404","18","20.5","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.185","04/03/2022","","","","7.19",""
"JES-22-65","331405","20.5","26.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.665","04/03/2022","","","","6.66",""
"JES-22-65","331406","26.2","27.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.425","04/03/2022","","","","6.42",""
"JES-22-65","331407","27.8","30.3","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","3.135","05/03/2022","","","","3.13",""
"JES-22-65","331408","30.3","32.3","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","3.075","05/03/2022","","","","3.07",""
"JES-22-65","331409","32.3","35.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.055","05/03/2022","","","","6.05",""
"JES-22-65","331410","35.1","37.7","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.45","05/03/2022","","","","4.45",""
"JES-22-65","331411","37.7","38.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.025","05/03/2022","","","","2.02",""
"JES-22-65","331412","38.4","41.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.885","05/03/2022","","","","4.88",""
"JES-22-65","331414","41.2","43.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.745","05/03/2022","","","","4.79",""
"JES-22-65","331415","43.2","45.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.22","05/03/2022","","","","8.199999999999999",""
"JES-22-65","331416","45.2","47.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.815","05/03/2022","","","","5.81",""
"JES-22-65","331417","47.2","49.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.865","05/03/2022","","","","6.86",""
"JES-22-65","331418","49.2","51.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.385","05/03/2022","","","","6.37",""
"JES-22-65","331419","51.2","53.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.865","05/03/2022","","","","6.86",""
"JES-22-65","331420","53.2","55.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.38","05/03/2022","","","","7.38",""
"JES-22-65","331421","55.2","55.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.17","05/03/2022","","","","2.17",""
"JES-22-65","331422","55.8","57.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.76","05/03/2022","","","","4.76",""
"JES-22-65","331423","57.8","59.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.775","05/03/2022","","","","6.77",""
"JES-22-65","331424","59.8","61.6","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.665","05/03/2022","","","","5.65",""
"JES-22-65","331425","61.6","63.15","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.2","05/03/2022","","","","8.19",""
"JES-22-65","331427","63.15","65.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.2","05/03/2022","","","","5.19",""
"JES-22-65","331428","65.1","66.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.53","05/03/2022","","","","7.52",""
"JES-22-65","331429","66.8","68.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.465","05/03/2022","","","","4.46",""
"JES-22-65","331430","68.8","70","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.62","05/03/2022","","","","4.61",""
"JES-22-65","331431","70","71.35","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.86","05/03/2022","","","","2.86",""
"JES-22-65","331432","71.35","73.35","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.46","05/03/2022","","","","5.46",""
"JES-22-65","331433","73.35","75.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.32","06/03/2022","","","","6.31",""
"JES-22-65","331434","75.1","76.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.35","06/03/2022","","","","4.35",""
"JES-22-65","331435","76.2","77.57","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.915","06/03/2022","","","","4.92",""
"JES-22-65","331436","77.57","79.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.255","06/03/2022","","","","5.27",""
"JES-22-65","331437","79.2","80.65","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.395","06/03/2022","","","","6.4",""
"JES-22-65","331438","80.65","81.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.415","06/03/2022","","","","2.43",""
"JES-22-65","331439","81.2","82.85","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","3.87","06/03/2022","","","","3.88",""
"JES-22-65","331441","82.85","84.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.355","06/03/2022","","","","8.35",""
"JES-22-65","331442","84.8","86.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.285","06/03/2022","","","","8.300000000000001",""
"JES-22-65","331443","86.8","88.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","9.245","06/03/2022","","","","9.27",""
"JES-22-65","331444","88.8","90.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.69","06/03/2022","","","","5.7",""
"JES-22-65","331445","90.4","92.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","9.34","06/03/2022","","","","9.35",""
"JES-22-65","331446","92.4","94.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.245","06/03/2022","","","","7.26",""
"JES-22-65","331447","94.4","96.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.735","06/03/2022","","","","7.73",""
"JES-22-65","331448","96.4","98.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.12","06/03/2022","","","","7.13",""
"JES-22-65","331449","98.4","100.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.175","06/03/2022","","","","6.2",""
"JES-22-65","331450","100.1","102.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.91","06/03/2022","","","","6.94",""
"JES-22-65","331451","102.1","104.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.515","06/03/2022","","","","7.51",""
"JES-22-65","331452","104.1","105.65","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.2","06/03/2022","","","","6.22",""
"JES-22-65","331453","105.65","106.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.945","06/03/2022","","","","2.94",""
"JES-22-65","331454","106.4","108","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.63","06/03/2022","","","","6.63",""
"JES-22-65","331456","108","110","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","9.43","06/03/2022","","","","9.44",""
"JES-22-65","331457","110","112","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.86","06/03/2022","","","","7.87",""
"JES-22-65","331458","112","114","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.36","06/03/2022","","","","7.37",""
"JES-22-65","331459","114","116.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.515","06/03/2022","","","","8.529999999999999",""
"JES-22-65","331460","116.1","118.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","9.125","06/03/2022","","","","9.119999999999999",""
"JES-22-65","331461","118.1","118.6","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.27","06/03/2022","","","","2.28",""
"JES-22-65","331462","118.6","120.25","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.82","06/03/2022","","","","6.81",""
"JES-22-65","331463","120.25","122","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.225","06/03/2022","","","","6.22",""
"JES-22-65","331464","122","123.5","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.17","06/03/2022","","","","6.15",""
"JES-22-65","331465","123.5","125.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.82","06/03/2022","","","","6.8",""
"JES-22-65","331466","125.2","126.25","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","3.92","07/03/2022","","","","3.9",""
"JES-22-65","331467","126.25","128.25","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.64","07/03/2022","","","","7.64",""
"JES-22-65","331469","128.25","129.55","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.085","07/03/2022","","","","5.07",""
"JES-22-65","331470","129.55","131.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.26","07/03/2022","","","","6.24",""
"JES-22-65","331471","131.4","131.95","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","1.91","07/03/2022","","","","1.89",""
"JES-22-65","331472","131.95","133.45","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.56","07/03/2022","","","","6.55",""
"JES-22-65","331473","133.45","134.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.78","07/03/2022","","","","2.76",""
"JES-22-65","331474","134.2","134.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.11","07/03/2022","","","","2.09",""
"JES-22-65","331475","134.8","136.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.205","07/03/2022","","","","6.2",""
"JES-22-65","331476","136.4","138.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.495","07/03/2022","","","","7.51",""
"JES-22-65","331477","138.4","139.7","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.64","07/03/2022","","","","5.64",""
"JES-22-65","331478","139.7","140.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","2.93","07/03/2022","","","","2.94",""
"JES-22-65","331479","140.8","142.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.085","07/03/2022","","","","8.09",""
"JES-22-65","331480","142.8","144.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.93","07/03/2022","","","","7.95",""
"JES-22-65","331481","144.8","146.3","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.83","07/03/2022","","","","5.83",""
"JES-22-65","331483","146.3","147.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.24","07/03/2022","","","","4.25",""
"JES-22-65","331484","147.2","148.25","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.475","07/03/2022","","","","5.47",""
"JES-22-65","331485","148.25","149.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.49","07/03/2022","","","","5.49",""
"JES-22-65","331486","149.8","151.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.73","07/03/2022","","","","8.77",""
"JES-22-65","331487","151.8","153.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.54","07/03/2022","","","","7.55",""
"JES-22-65","331488","153.8","155.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.91","07/03/2022","","","","8.93",""
"JES-22-65","331489","155.8","157.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.99","07/03/2022","","","","4.99",""
"JES-22-65","331490","157.2","158.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.82","07/03/2022","","","","4.83",""
"JES-22-65","331491","158.4","160.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.3","07/03/2022","","","","7.29",""
"JES-22-65","331492","160.4","161.4","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.67","07/03/2022","","","","4.68",""
"JES-22-65","331493","161.4","162.75","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.455","07/03/2022","","","","5.47",""
"JES-22-65","331494","162.75","164.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.355","07/03/2022","","","","5.33",""
"JES-22-65","331496","164.8","166.8","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.065","07/03/2022","","","","7.08",""
"JES-22-65","331499","166.8","168.6","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.995","07/03/2022","","","","7",""
"JES-22-65","331500","168.6","170.2","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.2","07/03/2022","","","","6.22",""
"JES-22-65","331501","170.2","171.75","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","6.56","07/03/2022","","","","6.57",""
"JES-22-65","331502","171.75","172.45","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","8.81","07/03/2022","","","","5.82",""
"JES-22-65","331503","172.45","174.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","4.535","07/03/2022","","","","4.54",""
"JES-22-65","331504","174.1","176.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7","07/03/2022","","","","7",""
"JES-22-65","331505","176.1","177.6","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","7.985","07/03/2022","","","","7.99",""
"JES-22-65","331506","177.6","179.1","ALS","PIL-039","HE22062275 - Finalized","12/03/2022","5.65","07/03/2022","","","","5.66",""
